name	Genome	NCBI_Taxid	superkingdom	phylum	class	order	family	genus	species
Aspergillus egyptiacus CBS 656.73 v1.0	Aspegy1	41743	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus egyptiacus
Mucor mucedo NRRL 3635 v1.0	Mucmuc1	29922	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor mucedo
Fimicolochytrium jonesii JEL569 v1.0	Fimjon1	1396493	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Fimicolochytrium	Fimicolochytrium jonesii
Boletus edulis P?ilba v1.0	Boledp1	36056	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis
Boletus edulis BED1 v4.0	Boled5	1328754	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis
Suillus placidus DOB743 v1.0	Suipla1	48579	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus placidus
Armillaria borealis FPL87.14 v1.0	Armbor1	47425	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria borealis
Leptoporus mollis OMC1684 v1.0	Lepmol1	83243	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Leptoporus	Leptoporus mollis
Tirmania nivea G3 v1.0	Tirniv1	160517	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Tirmania	Tirmania nivea
Russula seminuda PSC4341-TAS1 v1.0	Russem1	5402	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	NA
Xylaria flabelliformis NC1011 v1.0	Xylcub1	2512241	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria flabelliformis
Lentinula raphanica TFB8682 v1.0	Lenra_T_1	153919	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica
Trichoderma harzianum T22 v1.0	TriharT22_1	5544	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma harzianum
Trichoderma harzianum M10 v1.0	TriharM10_1	5544	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma harzianum
Conocybe apala SZMC-NL-8967 v1.0	Conapa1	229365	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe apala
Postia stiptica OMC1664 v1.0	Possti1	544579	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia stiptica
Taphrina populi-salicis CBS419.54 v1.0	Tappo1	203085	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina populi-salicis
Ambrosiozyma philentoma NRRL Y-7523	Ambph1	43984	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Ambrosiozyma	Ambrosiozyma philentoma
Peterozyma xylosa NRRL Y-12939	Petxy1	1337056	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Peterozyma	Peterozyma xylosa
Citeromyces matritensis NRRL Y-2407	Citma1	36909	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Citeromyces	Citeromyces matritensis
Nakazawaea wickerhamii NRRL Y-2563	Nakwi1	1538186	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Nakazawaea	Nakazawaea wickerhamii
Candida boidinii NRRL Y-2332	Canbo1	5477	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	[Candida] boidinii
Elytroderma deformans CBS183.68 v1.0	Elyde1	128019	Eukaryota	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Elytroderma	Elytroderma deformans
Saccharomycopsis capsularis NRRL Y-17639	Sacca1	36036	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Saccharomycopsis	Saccharomycopsis capsularis
Saturnispora dispora NRRL Y-1447	Satdi1	29835	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Saturnispora	Saturnispora dispora
Lachnellula subtilissima CBS 196.66 v1.0	Lacsu1	602034	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula	Lachnellula subtilissima
Trichoderma atroviride B10 v1.0	Triatr1	63577	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride
Trichoderma atroviride F7 v1.0	Triatro1	63577	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride
Trichoderma atroviride P1 v1.0	Triatrov1	63577	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride
Valsariales sp. FL0756 v1.0	DelFL0756_1	1907232	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Delitschiaceae	Delitschia	Delitschia sp. FL0756
Chaetosphaeriaceae sp. FL1790 v1.0	CodFL1790_1	2185273	Eukaryota	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Codinaeopsis	Codinaeopsis sp. FL1790
Sistotrema raduloides OMC1660 v1.0	Sisrad1	283657	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Sistotrema	Sistotrema raduloides
Amylomyces rouxii NRRL 5866 v1.0	Amyrou1	29923	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Amylomyces	Amylomyces rouxii
Thelephora terrestris UH-Tt-Lm1  v1.0	Theter1	56493	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora terrestris
Pisolithus croceorrhizus ssp. 2 72 v1.0	Pisthe227_1	2060934	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus croceorrhizus
Cortinarius aff. campbellae TAS5-PSC4363 v1.0	Corcam1	2511838	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius aff. campbellae
Jimgerdemannia lactiflua OSC166217	Jimlac1	324621	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia lactiflua
Endogone sp FLAS 59071	Endsp1	2012134	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Endogone	Endogone sp.
Jimgerdemannia flammicorona AD002	Jimfl_AD_1	994334	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia flammicorona
Jimgerdemannia flammicorona GMNB39	Jimfl_GMNB39_1	994334	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia flammicorona
Pichia kudriavzevii CBS573	Pickud1	4909	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii
Pyronema domesticum CBS 144463 v1.0	Pyrdom1	47205	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema domesticum
Hysterangium stoloniferum HS.BST v1.0	Hyssto1	150792	Eukaryota	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium stoloniferum
Melanogaster broomeianus MBLB.BST v1.0	Melbro1	2655010	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster broomeanus
Ceriporia viridans OMC1683 v1.0	Cervir1	40428	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Ceriporia	Ceriporia viridans
Xylariales sp. AK1849 v1.0	Plecto1	1907220	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	NA	NA	Xylariales sp. AK1849
Pestalotiopsis sp. NC0098 v1.0	Pestal1	1907218	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis sp. NC0098
Microdiplodia sp. AK1800 v1.0	Microd1	1907216	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Microdiplodia	Microdiplodia sp. AK1800
Trichoderma longibrachiatum MK1 v1.0	Trilon1	5548	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma longibrachiatum
Trichoderma guizhouense NJAU 4742	Trigui1	1491466	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma guizhouense
Trichoderma parareesei CBS 125925	Tripar1	858221	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma parareesei
Sporobolomyces gracilis NRRL Y-5504 v1.0	Spogra1_1	5435	Eukaryota	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	Symmetrospora gracilis
Penicillium solitum IBT 30036 v1.0	Pensoli1	60172	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium solitum
Flagelloscypha sp. PMI_526 v1.0	FlaPMI526_1	1485228	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Flagelloscypha	Flagelloscypha sp. PMI_526
Heterodoassansia hygrophilae CBS 346.65 v1.0	Hethyg1	2031139	Eukaryota	Basidiomycota	Exobasidiomycetes	Doassansiales	Doassansiaceae	Heterodoassansia	Heterodoassansia hygrophilae
Suillus variegatus UH-Sva-Z1 v1.0	Suivar1	48592	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus variegatus
Echinodontium tinctorium Aho-80 v1.0	Echtin1	40440	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Echinodontiaceae	Echinodontium	Echinodontium tinctorium
Aphanobasidium pseudotsugae OMC1630 v1.0	Aphpse1	693291	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Radulomycetaceae	Aphanobasidium	Aphanobasidium pseudotsugae
"Phlebia radiata Fr. (isolate 79	 FBCC0043)"	Phlrad1	5308	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia radiata
Meripilus sumstinei FP 105329 v1.0	Mersum1	1940299	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Meripilus	Meripilus sumstinei
Hericium coralloides FP-101451 v1.0	Hercor1	100756	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium coralloides
Benjaminiella poitrasii RSA 903 v1.0	Benpoi1	64631	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Benjaminiella poitrasii
Papiliotrema laurentii 5307AH v1.0	Papla1	5418	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema laurentii
Dendrothele microspora FP 101998 v1.0	Denmi1	1124678	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	Dendrothele	Dendrothele microspora
Nectriopsis sporangicola NRRL 22127 v1.0	Necsp1	1155948	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriopsis	Nectriopsis sporangiicola
Penicillium nordicum DAOMC 185683	Pennord1	229535	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium nordicum
Galzinia incrustans CBS 104901 v1.0	Galinc1	202708	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Mycobernardia	Mycobernardia incrustans
Phoma multirostrata 7a v1.0	Phomu1	73003	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ectophoma	Ectophoma multirostrata
Armillaria tabescens CCBAS 213 v1.0	Armtab1	47431	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria tabescens
Boreostereum radiatum TFC1981-005 v1.0	Borrad1	103380	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Boreostereum	Boreostereum radiatum
Trichoderma atrobrunneum ITEM 908	Triatrob1	1491457	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atrobrunneum
Lentinula afn. lateritia sp 3 TMI1502 v1.0	Lenafn_TMI1502_1	40482	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula lateritia
Melampsora medusae f. sp. Deltoidae Mmd05TRE539 v1.0	Melmed1	82101	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora medusae
Lentinula raphanica TFB9929 ss4 v1.0	Lenrap1_155	153919	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica
Melampsora americana R15-033-03 v1.0	Melame1	2182807	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora americana
Lentinula novae-zelandiae TMI-1172 v1.0	Lennov1	42442	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula novae-zelandiae
Suillus paluster FC165 v1.0	Suipal1	48578	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus paluster
Suillus lakei FC43 v1.0	Suilak1	48574	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus lakei
Suillus bovinus UH-Sbo-P2 v1.0	Suibov1	48563	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus bovinus
Suillus occidentalis FC124 v1.0	Suiocc1	756607	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus occidentalis
Rhodocollybia butyracea CCBAS 279 v1.0	Rhobu1	206335	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia butyracea
Exophiala limosa JF 03-4F Slimy CBS 148802 v1.0	EurotioJF034F_1	2486359	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala sp. JF 03-4F
Exophiala viscosa JF 03-3F Goopy  CBS 148801 v1.0	EurotioJF033F_1	2486360	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala sp. JF 03-3F
Pisolithus albus SI12 v1.0	Pisalb1	178870	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus albus
Pisolithus croceorrhizus subspA 74A v1.0	Piscro1	2060934	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus croceorrhizus
Pisolithus marmoratus ssp. 2 16A v1.0	Pismar1	178871	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus marmoratus
Pisolithus thermaeus 11 v1.0	Pisthe1	2136032	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus thermaeus
Tuber melanosporum Mel28 v1.2	Tubme1v2	656061	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber melanosporum
Yarrowia lipolytica YB419 v1.0	YarliYB419	4952	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
Yarrowia lipolytica YB420 v1.0	YarliYB420	4952	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
Yarrowia lipolytica YB392 v1.0	YarliYB392	4952	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
Yarrowia lipolytica YB567 v1.0	YarliYB567	4952	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
Yarrowia lipolytica YB566 v1.0	YarliYB566	4952	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia	Yarrowia lipolytica
Cylindrocarpon olidum MPI-CAGE-CH-0241 v1.0	Cylol1	1576542	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria olida
Ilyonectria sp. MPI-CAGE-AT-0134 v1.0	Neora1	1755430	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria sp.
Lactarius hengduanensis 84 v1.0	Lachen1	1932122	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius hengduanensis
Lactarius hatsudake 109 v1.0	Lachat1	416442	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius hatsudake
Lactarius sanguifluus B21 v1.0	Lacsan1	111137	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius sanguifluus
Lactarius deliciosus 48 v1.0	Lacdel1	55514	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius deliciosus
Lactarius vividus 141 v1.0	Lacviv1	1740625	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius vividus
Lactarius akahatsu QP v1.0	Lacaka1	416441	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius akahatsu
Lactarius pseudohatsudake 88 v1.0	Lacpse1	1932123	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius pseudohatsudake
Dissophora ornata CBS 347.77 v1.0	Disorn1	979620	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Dissophora	Dissophora ornata
Nia vibrissa CBS 119815 v1.0	Niavib1	155003	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Niaceae	Nia	Nia vibrissa
Epithele typhae CBS 203.58 v1.0	Epityp1	378194	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Epitheliaceae	Epithele	Epithele typhae
Boliniaceae sp. AZ0804 v1.0	Cornip1	1907230	Eukaryota	Ascomycota	Sordariomycetes	Boliniales	Boliniaceae	NA	Boliniaceae sp. AZ0804
Teichospora sp. FL1471 v1.0	Currey1	1907231	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae	Teichospora	Teichospora sp. FL1471
Gloniopsis sp. FL0384 v1.0	Glonio1	1907235	Eukaryota	Ascomycota	Dothideomycetes	Hysteriales	Hysteriaceae	Gloniopsis	Gloniopsis sp. FL0384
Urocystis occulta CBS 102.71 v1.0	Uroocc1	1983702	Eukaryota	Basidiomycota	Ustilaginomycetes	Urocystidales	Urocystidaceae	Urocystis	Urocystis occulta
Colletotrichum sp. CBS 101611	Colsp1	34409	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum sp.
Colletotrichum tamarilloi CBS 129955	Colta1	1209934	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum tamarilloi
Colletotrichum costaricense IMI 309622	Colco1	1209916	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum costaricense
Colletotrichum chlorophyti NTL11	Colch1	708187	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum chlorophyti
Colletotrichum cuscutae IMI 304802	Colcu1	1209917	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum cuscutae
Colletotrichum abscissum IMI 504890	Colab1	1671311	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum abscissum
Colletotrichum paranaense IMI 384185	Colpa1	1914294	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum paranaense
Colletotrichum melonis CBS 134730	Colme1	1209925	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum melonis
Colletotrichum tofieldiae CBS 168.49	Coltof1	708197	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum tofieldiae
Colletotrichum orbiculare 104-T	Colorb1	5465	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orbiculare
Colletotrichum incanum MAFF 238712	Colin1	1573173	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum incanum
Colletotrichum lupini IMI 504893	Collup1	145971	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum lupini
Geopyxis carbonaria CBS 144460 v1.0	Geocar1	49969	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopyxis	Geopyxis carbonaria
Agrocybe praecox OKM6292 v1.0	Agrpra2	71668	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Agrocybe	Agrocybe praecox
Piptocephalis tieghemiana RSA 1565 v1.0	Piptie1	1286916	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis tieghemiana
Myceliophthora similis CBS 632.67 v1.0	Corsim1	1403191	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascus	Corynascus similis
Phaeosolenia platensis CBS 268.64 v1.0	Phapla1	269161	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Chromocyphellaceae	Phaeosolenia	Phaeosolenia platensis
Chytriomyces hyalinus JEL632 v1.0	Chyhya1	4814	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Chytriomyces	Chytriomyces hyalinus
Cristinia sonorae KKN 215 v1.0	Crison1	1940300	Eukaryota	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Cristinia	Cristinia sonorae
Gorgonomyces haynaldii MP57 v1.0	Gorhay1	382530	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Gorgonomycetaceae	Gorgonomyces	Gorgonomyces haynaldii
Blakeslea trispora F986 v1.0	Blatri_F986_2	4850	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea trispora
Blakeslea trispora F921 v1.0	Blatri_F921_1	4850	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea trispora
Paecilomyces variotii CBS144490 HYG1 v1.0	Paevar_HGY_1	264951	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Paecilomyces	Paecilomyces variotii
Anomoporia myceliosa MJL 4413 v1.0	Anomyc1	693289	Eukaryota	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Anomoloma	Anomoloma myceliosum
Crepidotus cesatii CBS 511.95 v1.0	Creces1	110238	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus cesatii
Laxitextum bicolor CBS 258.73 v1.0	Laxbic1	68771	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Gloeocystidiellaceae	Laxitextum	Laxitextum bicolor
Xanthoporus peckianus DAOM 52321 v1.0	Albpec1	80572	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Xanthoporus	Xanthoporus peckianus
Rhizophagus cerebriforme DAOM 227022 v1.0	Rhice1_1	658196	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus cerebriforme
Gigaspora rosea v1.0	Gigro1	44941	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora	Gigaspora rosea
Rhizophagus diaphanus v1.0	Rhidi1	1348878	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Oehlia	Oehlia diaphana
Psilocybe serbica v1.0	Psiser1	797126	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe serbica
Helicostylum pulchrum RSA 2064 v1.0	Helpul1	562976	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Helicostylum	Helicostylum pulchrum
Choanephora cucurbitarum NRRL2744 (50) v1.0	Chocucu1	101091	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Choanephoraceae	Choanephora	Choanephora cucurbitarum
Lactarius psammicola BPL869 v1.0	Lacpsa1	1907521	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius psammicola
Stomiopeltis betulae CBS114420 v1.0	Stobe1	706121	Eukaryota	Ascomycota	Dothideomycetes	NA	Micropeltidaceae	Stomiopeltis	Stomiopeltis betulae
Myxozyma melibiosi Phaff 52-87 v1.0	Myxme1	54550	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Myxozyma	Myxozyma melibiosi
Pleospora avicennia ATCC 66911 v1.0	Pleav1	193131	Eukaryota	Ascomycota	Dothideomycetes	NA	Halojulellaceae	Halojulella	Halojulella avicenniae
Fusarium venenatum MPI-CAGE-CH-0201 v1.0	Fusven1	56646	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium venenatum
Dactylonectria macrodidyma MPI-CAGE-AT-0147 v1.0	Dacma1	307937	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria macrodidyma
Fusarium oxysporum MPI-CAGE-CH-0212 v1.0	Fusoxys1	5507	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
Fusarium avenaceum MPI-SDFR-AT-0044 v1.0	Fustri1	40199	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium avenaceum
Fusarium tricinctum MPI-SDFR-AT-0068 v1.0	Fustr1	61284	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium tricinctum
Armillaria luteobubalina HWK02 v1.0	Armlut1	153913	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria luteobubalina
Armillaria ectypa FPL83.16 v1.0	Armect1	47430	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	Desarmillaria	Desarmillaria ectypa
Armillaria nabsnona CMW6904 v1.0	Armnab1	64368	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria nabsnona
Veluticeps abietina OMC1657 v1.0	Velabi1	941530	Eukaryota	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Veluticeps	Veluticeps abietina
Anomoloma albolutescens OMC1655 v1.0	Anoalb1	693288	Eukaryota	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Anomoloma	Anomoloma albolutescens
Fusarium commune MPI-SDFR-AT-0072 v1.0	Fusco1	5506	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
